cik,fiscal_year,shares_sec,shares_url,revenue_url,net_income_url,total_assets_url
0001286681,2013,55733015,https://www.sec.gov/Archives/edgar/data/1286681/000119312514066092/0001193125-14-066092-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312514066092/0001193125-14-066092-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312514066092/0001193125-14-066092-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312514066092/0001193125-14-066092-index.htm
0001286681,2014,55630531,https://www.sec.gov/Archives/edgar/data/1286681/000119312515059100/0001193125-15-059100-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312515059100/0001193125-15-059100-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312515059100/0001193125-15-059100-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312515059100/0001193125-15-059100-index.htm
0001286681,2015,49854019,https://www.sec.gov/Archives/edgar/data/1286681/000119312516476935/0001193125-16-476935-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312516476935/0001193125-16-476935-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312516476935/0001193125-16-476935-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312516476935/0001193125-16-476935-index.htm
0001286681,2016,48051144,https://www.sec.gov/Archives/edgar/data/1286681/000119312517060262/0001193125-17-060262-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312517060262/0001193125-17-060262-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312517060262/0001193125-17-060262-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312517060262/0001193125-17-060262-index.htm
0001286681,2017,43018242,https://www.sec.gov/Archives/edgar/data/1286681/000119312518049576/0001193125-18-049576-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312518049576/0001193125-18-049576-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312518049576/0001193125-18-049576-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312518049576/0001193125-18-049576-index.htm
0001286681,2018,41040704,https://www.sec.gov/Archives/edgar/data/1286681/000119312519046191/0001193125-19-046191-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312519046191/0001193125-19-046191-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312519046191/0001193125-19-046191-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312519046191/0001193125-19-046191-index.htm
0001286681,2019,38667039,https://www.sec.gov/Archives/edgar/data/1286681/000119312520042675/0001193125-20-042675-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312520042675/0001193125-20-042675-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312520042675/0001193125-20-042675-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312520042675/0001193125-20-042675-index.htm
0001286681,2020,38803504,https://www.sec.gov/Archives/edgar/data/1286681/000119312521055734/0001193125-21-055734-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312521055734/0001193125-21-055734-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312521055734/0001193125-21-055734-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312521055734/0001193125-21-055734-index.htm
0001286681,2021,38828393,https://www.sec.gov/Archives/edgar/data/1286681/000119312521138350/0001193125-21-138350-index.htm,,,
0001286681,2022,36036184,https://www.sec.gov/Archives/edgar/data/1286681/000095017022002426/0000950170-22-002426-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017022002426/0000950170-22-002426-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017022002426/0000950170-22-002426-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017022002426/0000950170-22-002426-index.htm
0001286681,2023,34812723,https://www.sec.gov/Archives/edgar/data/1286681/000095017024019725/0000950170-24-019725-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017023003938/0000950170-23-003938-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017023003938/0000950170-23-003938-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017023003938/0000950170-23-003938-index.htm
0001286681,2024,34296712,https://www.sec.gov/Archives/edgar/data/1286681/000095017025025223/0000950170-25-025223-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017025025223/0000950170-25-025223-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017025025223/0000950170-25-025223-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000095017025025223/0000950170-25-025223-index.htm
0001286681,2025,33628897,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/0001193125-26-062321-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/0001193125-26-062321-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/0001193125-26-062321-index.htm,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/0001193125-26-062321-index.htm
