id,company_name,company_number,start_date,end_date,entry_type,exit_type,exit_name,source_url
64,British & Commonwealth,,1987-04-01,1989-04-03,added,removed,,
65,Coats Viyella,,1986-04-01,1989-04-03,added,removed,,
66,Storehouse,,1986-01-08,1989-04-03,added,removed,,
67,Gateway Corporation (Formerly,,1984-01-02,1989-07-17,founding,removed,,
69,Consolidated Gold Fields,,1984-01-02,1989-08-08,founding,removed,,
70,Plessey Co,,1984-01-02,1989-09-11,founding,removed,,
71,Harrisons & Crosfield,05998739,1989-04-03,1989-10-02,added,removed,,
73,Siebe,,1989-09-11,1990-01-02,added,removed,,
74,ECC Group,15213063,1984-01-02,1990-04-02,founding,removed,,
75,Cookson Group,16793203,1986-04-01,1990-07-02,added,removed,,
76,Globe Investment Trust,,1990-01-02,1990-07-13,added,removed,,
77,Burton Group,,1984-01-02,1990-10-01,founding,removed,,
79,Taylor Woodrow,,1989-04-03,1990-10-01,added,removed,,
80,Polly Peck,12181667,1984-01-02,1990-10-02,founding,removed,,
81,BPB Industries,,1984-01-02,1991-01-02,founding,removed,,
83,STC,,1984-01-02,1991-01-23,founding,removed,,
84,Dalgety,10274117,1990-10-02,1991-04-02,added,removed,,
85,GKN,04191106,1989-08-08,1991-04-02,added,removed,,
86,Burmah Oil,06208775,1988-04-05,1991-04-02,added,removed,Burmah Castrol,
87,Ranks Hovis McDougall,,1986-04-21,1991-07-01,added,removed,,
88,Harrisons & Crosfield,05998739,1990-07-02,1991-07-01,added,removed,,
90,Racal Electronics,09220362,1984-01-02,1991-09-16,founding,removed,,
91,Ultramar,,1989-01-03,1991-10-01,added,removed,,
93,Maxwell Communications,,1984-01-02,1991-12-04,founding,removed,,
95,Lucus Industries,,1988-07-01,1992-01-02,added,removed,,
96,BICC,16237399,1989-04-03,1992-01-02,added,removed,,
97,Lonrho,02805337,1988-01-04,1992-04-01,added,removed,,
94,ASDA Group (formerly Associated,01396513,1984-01-02,1992-01-02,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/01396513
68,Beecham Group,00227531,1984-01-02,1989-07-27,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00227531
52,Britoil,SC077750,1984-01-02,1988-02-25,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/SC077750
3,Edinburgh Investment Trust,SC034993,1984-01-02,1984-07-02,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/SC034993
43,Hammerson Property,00360632,1984-01-02,1987-04-01,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00360632
99,Trafalgar House,16570860,1984-01-02,1992-04-01,founding,removed,,
100,Tarmac,,1984-01-02,1992-04-01,founding,removed,,
101,Laporte,,1992-01-02,1992-06-22,added,removed,,
102,Eurotunnel,03583610,1991-01-02,1992-06-22,added,removed,,
103,MEPC,05514581,1984-01-02,1992-06-22,founding,removed,,
104,Midland Bank,,1984-01-02,1992-07-13,founding,removed,,
105,Willis Corroon,,1991-01-02,1992-09-21,added,removed,,
108,Hillsdown Holdings,11408139,1987-01-02,1992-09-21,added,removed,,
110,RMC Group,09909380,1988-04-05,1992-09-21,added,removed,,
111,BET,,1984-01-02,1992-12-21,founding,removed,,
113,Smith (W.H.),05202036,1991-12-04,1993-03-22,added,removed,,
116,Kwik Save Group,,1992-09-21,1993-06-21,added,removed,,
119,De La Rue,03834125,1992-09-21,1993-09-20,added,removed,,
120,Tate & Lyle,12283210,1991-01-23,1993-09-20,added,removed,,
121,Scottish Hydro,SC585480,1992-09-21,1993-09-20,added,removed,Scottish Hydro,
122,Rothmans International,03045251,1987-10-01,1993-10-25,added,removed,,
123,MB-Caradon,,1992-01-02,1993-11-05,added,removed,,
125,NFC,16271657,1991-11-26,1993-12-20,added,removed,,
127,Scottish Hydro Electricity,SC585480,1993-12-20,1994-03-21,added,removed,Scottish Hydro,
128,Anglian Water,07476767,1990-10-01,1994-03-21,added,removed,,
129,Tarmac,,1994-03-21,1994-06-20,added,removed,,
130,NFC,16271657,1994-03-21,1994-09-19,added,removed,,
131,Coats Viyella,,1992-04-01,1994-09-19,added,removed,,
133,Warburg S.G.,,1993-06-21,1995-07-26,added,removed,Warburg SG Group,
134,Caradon PLC,12966997,1993-11-05,1995-09-18,added,removed,Caradon,
135,MEPC,05514581,1993-09-20,1995-09-18,added,removed,,
136,United Biscuits,08169000,1984-01-02,1995-09-18,founding,removed,,
137,Eastern Group,,1984-01-02,1995-09-19,founding,removed,,
140,Arjo Wiggins Appleton plc,00961440,1984-01-02,1995-12-18,founding,removed,,
141,London Electricity,10681760,1995-10-23,1995-12-18,added,removed,London Electricity plc,
142,De La Rue,03834125,1994-03-21,1995-12-18,added,removed,De La Rue plc,
145,TSB Group,,1987-01-02,1995-12-28,added,removed,,
146,Forte plc,,1984-01-02,1996-01-31,founding,removed,,
150,Sun Alliance Group plc,,1984-01-02,1996-07-18,founding,removed,,
152,Thorn EMI plc,03158105,1984-01-02,1996-08-17,founding,removed,,
153,Cookson Group,16793203,1995-07-26,1996-08-17,added,removed,Cookson Group plc,
156,Coutaulds,SC003388,1984-01-02,1996-12-23,founding,removed,,
158,Williams Holdings,,1991-04-02,1997-02-14,added,removed,,
162,Burton Group plc,,1995-12-18,1997-06-23,added,removed,Burton Group,
163,Tate & Lyle,12283210,1995-03-17,1997-09-22,added,removed,,
164,Hanson,,1984-01-02,1997-09-22,founding,removed,,
165,Imperial Tobacco Group,00073800,1996-09-30,1997-09-22,added,removed,Imperial Tobacco Group,
166,Mercury Asset Management,,1996-12-23,1997-09-22,added,removed,,
167,Burmah Castrol,,1984-01-02,1997-09-22,founding,removed,,
170,RMC Group,09909380,1993-06-21,1997-12-22,added,removed,,
171,Blue Circle Industries,,1984-01-02,1997-12-22,founding,removed,,
172,TI Group,,1992-09-21,1997-12-22,added,removed,,
173,Mercury Asset Management,,1997-12-22,1997-12-24,added,removed,,
174,Dixons Group,12620781,1995-12-28,1998-03-23,added,removed,Dixons,
175,The Energy Group,03613919,1984-01-02,1998-05-21,founding,removed,,
176,General Accident,SC119505,1984-01-02,1998-06-02,founding,removed,,
178,Next,04412362,1996-06-24,1998-06-22,added,removed,,
181,British Steel,12303256,1988-12-21,1998-09-21,added,removed,,
182,Rank Group,,1984-01-02,1998-09-21,founding,removed,,
183,Blue Circle Industries,,1997-12-24,1998-09-21,added,removed,,
184,RMC Group,09909380,1998-06-02,1998-09-21,added,removed,,
187,Misys,,1998-05-21,1998-12-21,added,removed,,
188,Nycomed Amersham,,1997-12-17,1998-12-21,added,removed,,
189,Sema Group,16640835,1998-09-21,1998-12-21,added,removed,,
191,BTR,,1984-01-02,1999-02-04,founding,removed,,
192,Siebe,,1992-04-01,1999-02-04,added,removed,,
180,B.A.T. Industries Plc,00233112,1984-01-02,1998-09-08,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00233112
149,REXAM (formerly Bowater Group),00191285,1984-01-02,1996-06-24,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00191285
109,British Aerospace,01470151,1984-01-02,1992-09-21,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/01470151
114,English China Clays,00154236,1984-01-02,1993-06-01,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00154236
115,Fisons,00044687,1984-01-02,1993-06-21,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00044687
169,Grand Metropolitan,00291848,1984-01-02,1997-12-17,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00291848
106,Pilkington,00041495,1984-01-02,1992-09-21,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00041495
159,Redland,00137294,1984-01-02,1997-02-24,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00137294
143,Sears plc,00120271,1984-01-02,1995-12-18,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00120271
161,Smith & Nephew,00324357,1984-01-02,1997-06-23,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00324357
195,Williams,,1997-09-22,1999-03-22,added,removed,,
196,Tomkins,12664251,1992-01-02,1999-03-22,added,removed,,
199,Guardian Royal Exchange PLC,,1984-01-02,1999-05-10,founding,removed,,
200,Next,04412362,1999-05-10,1999-06-21,added,removed,,
201,Sema Group Plc,16640835,1999-03-29,1999-06-21,added,removed,Sema Group,
204,Stagecoach Holdings,SC212093,1998-06-22,1999-09-20,added,removed,,
205,EMAP,14696069,1999-03-22,1999-09-20,added,removed,,
206,British Steel Plc,12303256,1999-07-28,1999-10-06,added,removed,British Steel,
208,Orange,12670975,1996-06-24,1999-11-24,added,removed,Orange Plc,
209,General Electric Company,12657712,1984-01-02,1999-11-30,founding,removed,,
212,NatWest,11785532,1984-01-02,,founding,current,,
215,Hanson,,1998-12-21,2000-03-20,added,removed,,
220,Imperial Tobacco Group,00073800,1998-12-21,2000-03-20,added,removed,Imperial Tobacco Group,
222,Cable & Wireless Communications,09909999,1984-01-02,2000-05-12,founding,removed,,
224,Kingston Communications,,2000-03-20,2000-06-19,added,removed,,
225,Psion,11353526,2000-03-20,2000-06-19,added,removed,,
226,Thus,06798969,2000-03-20,2000-06-19,added,removed,,
227,Baltimore Technologies,,2000-03-20,2000-06-19,added,removed,,
228,SLPH,03680472,1984-01-02,2000-07-12,founding,removed,,
230,Compass,11466170,1998-03-23,2000-07-27,added,removed,Compass Group,
232,Hanson,,2000-06-19,2000-09-18,added,removed,,
237,P & O,RC000404,1984-01-02,2000-10-23,founding,removed,,
238,Freeserve,10215539,2000-03-20,2000-10-23,added,removed,,
239,Woolwich,15712439,1997-09-22,2000-10-26,added,removed,,
240,Baltimore Technologies,,2000-09-18,2000-12-18,added,removed,,
241,EMAP,14696069,2000-03-20,2000-12-18,added,removed,,
242,Sema Group,16640835,1999-09-20,2000-12-18,added,removed,Sema,
244,Bookham Technology,,2000-06-19,2000-12-18,added,removed,,
247,Granada Compass,,2000-07-27,2001-02-02,added,removed,,
250,Autonomy Corporation,,2000-12-18,2001-03-19,added,removed,,
251,Sema,05224547,2001-03-19,2001-04-10,added,removed,Sema,
252,Railtrack,17225057,1996-07-18,2001-06-18,added,removed,Railtrack Group,
253,Blue Circle Industries,,1999-06-21,2001-07-12,added,removed,,
255,Bank of Scotland,SC327000,1990-10-01,2001-09-10,added,removed,,
256,Halifax,,1997-06-23,2001-09-10,added,removed,Halifax Group,
258,Misys,,1999-03-22,2001-09-24,added,removed,,
260,Colt Telecom Group,,1998-09-21,2001-09-24,added,removed,,
264,Marconi,SC639139,1999-11-30,2001-09-24,added,removed,,
266,United News & Media,,1996-06-24,2001-11-19,added,removed,United Business Media,
267,GKN,04191106,1994-06-20,2001-12-24,added,removed,,
270,Innogy Holdings,,2001-09-24,2002-05-29,added,removed,Innogy Hldgs,
271,ARM Holdings,11299879,1999-12-20,2002-06-24,added,removed,,
272,Electrocomponents,,2000-09-18,2002-06-24,added,removed,,
277,International Power,05186841,1984-01-02,2002-09-23,founding,removed,,
279,Brambles Industries,,2001-08-07,2002-12-23,added,removed,,
280,Cable & Wireless,02983774,2000-03-20,2002-12-23,added,removed,,
284,Royal & Sun Alliance Insurance,00100097,1984-01-02,2003-03-24,founding,removed,,
289,Provident Financial,,2003-03-24,2003-12-22,added,removed,,
213,Associated British Foods,00293262,1984-01-02,2000-03-20,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00293262
245,Glaxo Wellcome,00480080,1984-01-02,2000-12-27,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00480080
223,Norwich Union,02468686,1997-09-22,2000-05-30,added,removed,Norwich Union Plc,https://find-and-update.company-information.service.gov.uk/company/02468686
214,Allied Domecq,03771147,1984-01-02,2000-03-20,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/03771147
218,PowerGen,03586615,1991-04-02,2000-03-20,added,removed,,https://find-and-update.company-information.service.gov.uk/company/03586615
216,Whitbread,04120344,1984-01-02,2000-03-20,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/04120344
211,British Energy,SC270184,1997-12-22,1999-12-20,added,removed,,https://find-and-update.company-information.service.gov.uk/company/SC270184
293,Nycomed Amersham,09406669,2000-03-20,2004-04-08,added,removed,Amersham,
294,GKN PLC,04191106,2002-05-29,2004-06-21,added,removed,GKN,
297,Tomkins,12664251,2002-09-23,2004-12-20,added,removed,,
298,Cairn Energy,SC787001,2004-09-20,2005-03-21,added,removed,,
304,Emap,14696069,2002-10-21,2005-09-19,added,removed,,
310,P&O,RC000404,2005-12-08,2006-03-09,added,removed,,
312,Cable & Wireless,02983774,2003-03-24,2006-06-19,added,removed,,
313,Ladbrokes,,1984-01-02,2006-06-19,founding,removed,,
314,BAA,05757208,1987-10-01,2006-06-30,added,removed,,
315,Alliance Unichem,,2002-09-23,2006-07-31,added,removed,,
316,BOC,00337663,1984-01-02,2006-09-05,founding,removed,,
319,GUS,,1984-01-02,2006-10-11,founding,removed,,
320,Partygaming,,2005-09-19,2006-10-11,added,removed,,
321,Brambles Industries,,2005-12-13,2006-11-27,added,removed,,
323,Cairn Energy,SC787001,2005-09-19,2007-03-19,added,removed,,
326,Scottish Power,SC193794,1991-07-01,2007-04-20,added,removed,,
329,Hanson,,2000-12-27,2007-08-22,added,removed,,
331,Segro,13246881,1984-01-02,2007-09-24,founding,removed,,
333,Invesco Plc,,1984-01-02,2007-12-04,founding,removed,,
336,Tate & Lyle,12283210,2004-12-20,2007-12-24,added,removed,,
338,DSG International,,1984-01-02,2007-12-24,founding,removed,,
340,Barratt Developments,15998687,2007-06-18,2007-12-24,added,removed,,
341,Northern Rock,16351760,2001-09-24,2007-12-24,added,removed,,
344,Yell Group,08815102,2003-09-22,2008-03-26,added,removed,,
347,Resolution,,2006-09-18,2008-04-30,added,removed,,
351,Tate & Lyle,12283210,2008-03-26,2008-06-23,added,removed,,
352,Carphone Warehouse,06534088,2007-09-24,2008-09-22,added,removed,Carphone Warehouse Group,
353,Enterprise Inns,10517727,2004-03-22,2008-09-22,added,removed,,
357,Lonmin,,2006-06-19,2008-12-22,added,removed,,
358,Petrofac,16051356,2008-06-23,2008-12-22,added,removed,,
362,First Group,,2007-12-24,2009-03-23,added,removed,,
363,London Stock Exchange Group,05369106,1984-01-02,2010-06-21,founding,removed,,
365,Tate & Lyle,12283210,2008-12-22,2009-03-23,added,removed,,
366,Amlin,,2008-12-22,2009-06-22,added,removed,,
369,Reuters,03477402,1984-07-02,2009-09-10,added,removed,Thomson Reuters,
373,Resolution,,1984-01-02,2010-03-22,founding,removed,,
375,Cable & Wireless,02983774,2006-11-27,2010-09-20,added,removed,Cable and Wireless Worldwide,
377,Segro,13246881,2009-09-21,2010-09-20,added,removed,,
378,Cobham,,2008-03-26,2010-12-20,added,removed,,
381,African Barrick Gold,,2010-06-21,2011-03-21,added,removed,,
386,Autonomy Corporation,,2008-09-22,2011-10-07,added,removed,,
387,Inmarsat,04886115,2008-09-22,2011-12-19,added,removed,,
389,Lonmin,,2009-03-23,2011-12-19,added,removed,,
370,Balfour Beatty,00395826,1984-01-02,2009-09-21,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00395826
334,Imperial Chemical Industries,00218019,1984-01-02,2007-12-20,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00218019
301,Shell Transport & Trading Co,00054485,1984-01-02,2005-07-20,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00054485
290,Mitchells & Butlers,04551498,1984-01-02,2003-12-22,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/04551498
355,ITV,04967001,1984-01-02,2008-09-22,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/04967001
328,Alliance Boots,04452715,1984-01-02,2007-06-26,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/04452715
318,Schroders,03909886,1994-09-19,2006-09-18,added,removed,,https://find-and-update.company-information.service.gov.uk/company/03909886
371,Pennon Group,02366640,1984-01-02,2009-09-21,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/02366640
390,Cairn Energy,SC787001,2007-12-24,2012-03-19,added,removed,,
392,Man Group,,2001-09-24,2012-06-18,added,removed,,
393,International Power,05186841,2005-03-21,2012-06-29,added,removed,,
394,ICAP,,2006-06-30,2012-09-24,added,removed,,
398,Kazakhmys,09132358,2005-12-19,2013-03-18,added,removed,,
402,Eurasian Natural Resources,,2008-03-26,2013-09-23,added,removed,,
406,AMEC,09496208,2007-12-20,2014-03-24,added,removed,Amec,
407,Tate & Lyle,12283210,2011-06-20,2014-03-24,added,removed,,
410,Barratt Developments,15998687,2014-03-24,2014-09-22,added,removed,,
414,Petrofac,16051356,2009-03-23,2014-12-22,added,removed,,
416,Friends Provident,,2001-09-24,2015-04-13,added,removed,Friends Life Group,
422,BG Group,,1984-01-02,2016-02-15,founding,removed,,
424,Hikma Pharmaceuticals,,2015-03-20,2016-03-21,added,removed,,
425,Aberdeen Asset Management,16133984,2012-03-19,2016-03-21,added,removed,,
426,Sports Direct International,11775757,2013-09-23,2016-03-21,added,removed,,
427,Inmarsat,04886115,2015-06-22,2016-06-20,added,removed,,
429,ARM Holdings,11299879,1984-01-02,2016-09-05,founding,removed,,
430,Berkeley Group Holdings,,2015-09-21,2016-09-19,added,removed,,
432,Polymetal International,,2016-09-19,2016-12-19,added,removed,,
434,Dixons Carphone,,2014-09-22,2017-03-20,added,removed,,
435,Hikma Pharmaceuticals,,2016-06-20,2017-06-19,added,removed,,
437,Royal Mail,14240638,2013-12-23,2017-09-18,added,removed,,
438,Provident Financial,,2015-12-21,2017-09-18,added,removed,,
442,Worldpay Group,,2015-12-21,2018-01-15,added,removed,,
446,Old Mutual,,1999-09-20,2018-06-28,added,removed,,
448,Royal Mail,14240638,2018-03-19,2018-12-24,added,removed,,
449,Shire Pharmaceuticals,02031674,2000-10-26,2018-12-24,added,removed,Shire,
450,Randgold Resources,,2008-12-22,2018-12-31,added,removed,,
451,GVC Holdings,,2018-06-18,2019-03-18,added,removed,,
453,Hikma Pharmaceuticals,,2018-12-24,2019-06-24,added,removed,,
462,TUI AG,,2014-12-17,2020-03-23,added,removed,,
482,Polymetal International,,2019-09-23,2022-03-21,added,removed,,
485,Royal Mail,14240638,2021-05-28,2022-06-20,added,removed,,
461,Kingfisher,01664812,1984-01-02,2020-03-23,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/01664812
400,Wolseley,00029846,2009-06-22,2013-06-24,added,removed,Polymetal,https://find-and-update.company-information.service.gov.uk/company/00029846
480,BHP Group Plc,03196209,1984-01-02,2022-01-31,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/03196209
397,Intu Properties,03685527,1984-01-02,2013-03-18,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/03685527
409,William Hill,04212563,1984-01-02,2014-06-23,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/04212563
452,Wood Group (John),SC278251,1984-01-02,2019-03-18,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/SC278251
483,Ferguson,SC246627,1984-01-02,2022-05-12,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/SC246627
464,NMC Health,07712220,1984-01-02,2020-04-27,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/07712220
455,Marks and Spencer Group,04256886,1984-01-02,2019-09-23,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/04256886
489,Abrdn,,1984-01-02,2022-09-19,founding,removed,,
490,Hikma Pharmaceuticals,,2019-09-23,2022-09-19,added,removed,,
499,Abrdn,,2022-12-19,2023-09-18,added,removed,,
503,CRH,,2011-12-19,2023-09-25,added,removed,,
507,Paddy Power Betfair,,2016-03-21,2024-05-31,added,removed,Flutter Entertainment,
511,Smurfit Kappa Group,,2016-12-19,2024-07-08,added,removed,Smufit Kappa Group,
514,B8M European Value Retail,,2020-09-21,2024-12-23,added,removed,B&M European Value Retail,
518,Unite Group,,2022-06-20,2025-09-22,added,removed,,
519,WPP Group,02670617,1998-06-22,2025-12-22,added,removed,WPP,
523,Hikma Pharmaceuticals,,2023-09-18,2026-03-23,added,removed,,
524,Charterhouse J Rothschild,,1984-01-19,,added,exit_unresolved,,
525,Woolworths,06732228,1984-07-02,,added,exit_unresolved,,
526,Dee Corporation,,1985-01-02,,added,exit_unresolved,,
527,British Printing &,,1986-07-01,,added,exit_unresolved,,
528,Amstrad Consumer,,1986-10-01,,added,exit_unresolved,,
529,British Gas,08811254,1986-12-09,,added,exit_unresolved,,
530,Argyll Group,SC544125,1987-04-01,,added,exit_unresolved,,
531,Polly Peck International,,1989-10-02,,added,exit_unresolved,,
532,North West Water,03528619,1990-04-02,,added,exit_unresolved,,
534,National Power,12818602,1991-04-02,,added,exit_unresolved,,
536,ECC Group,15213063,1992-04-01,,added,exit_unresolved,,
537,Bowater,09876996,1992-04-01,,added,exit_unresolved,,
539,Burmah Castrol,,1992-09-21,,added,exit_unresolved,,
542,Eastern Electricity,,1993-12-20,,added,exit_unresolved,,
543,British Sky Broadcasting,09399778,1995-09-18,,added,exit_unresolved,,
544,National Grid Group plc,04031152,1995-12-11,,added,current,,
545,Foreign & Colonial Invest,,1995-12-18,,added,exit_unresolved,,
546,Energy Group,,1997-02-24,,added,exit_unresolved,,
547,Billiton,,1997-09-22,,added,exit_unresolved,,
548,Sun Life & Provincial,,1997-09-22,,added,exit_unresolved,,
552,Scottish & Southern Energy,,1998-12-16,,added,current,SSE,
553,Dixons Group,12620781,1998-12-21,,added,exit_unresolved,,
554,South African Breweries,,1999-03-22,,added,exit_unresolved,,
558,Imperial Tobacco,01860181,2000-07-27,,added,exit_unresolved,,
559,Canary Wharf Group,04191122,2000-10-17,,added,exit_unresolved,,
561,GlaxoSmithKline,12215835,2000-12-27,,added,current,,
564,Next,04412362,2001-06-18,,added,current,,
570,Liberty International,14236527,2002-12-23,,added,exit_unresolved,,
575,Slough Estates,08577185,2006-07-31,,added,exit_unresolved,,
576,Standard Life,11606773,2006-09-18,,added,current,,
582,Foreign & Colonial,,2009-03-23,,added,exit_unresolved,,
563,Granada,03962410,2001-02-02,,added,exit_unresolved,,https://find-and-update.company-information.service.gov.uk/company/03962410
494,Intermediate Capital Grup,02234775,1984-01-02,2022-12-19,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/02234775
585,Resolution,,2010-09-20,,added,exit_unresolved,,
586,Tomkins,12664251,2010-09-20,,added,exit_unresolved,,
587,Glencore,,2011-05-25,,added,current,,
589,Coca-Cola HBC AG,,2013-09-23,,added,current,Coca-Cola HBC,
592,Barratt Developments,15998687,2014-12-22,,added,current,,
598,Segro,13246881,2017-06-19,,added,current,,
599,Berkeley Group Holdings,,2017-09-18,,added,exit_unresolved,,
603,Spirax-Sarco Engineering,15436803,2018-12-24,,added,current,,
607,Intermediate Capital Group,14840880,2023-12-18,,added,current,,
609,GVC Holdings,,2020-06-22,,added,current,Entain,
611,Pershing Square Holdings,,2020-12-21,,added,current,,
640,IHG Hotels & Resorts,05134420,1984-01-02,,founding,current,,
649,Reckitt,06270876,1984-01-02,,founding,current,,
653,United Utilities,06559020,1984-01-02,,founding,current,,
654,Aberdeen Asset Management,16133984,1984-01-02,,founding,current,,
660,Computacenter,03110569,1984-01-02,,founding,current,,
663,Land Securities,04369054,1984-01-02,,founding,current,,
15,Enterprise Oil,01682048,1984-07-19,1985-04-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/01682048
72,Granada Group,00290076,1984-10-01,1990-01-02,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00290076
41,Willis Faber,01386469,1984-10-01,1987-04-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/01386469
265,British Telecom,01800000,1984-12-04,2001-11-19,added,removed,British Telecommunications,https://find-and-update.company-information.service.gov.uk/company/01800000
168,Guinness (Arthur) & Son,00510607,1985-04-01,1997-12-17,added,removed,Guinness,https://find-and-update.company-information.service.gov.uk/company/00510607
31,Abbey Life,00710383,1985-07-01,1986-07-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00710383
42,Scottish & Newcastle,SC016288,1986-01-02,1987-04-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/SC016288
132,Wellcome,01955498,1986-04-01,1995-03-17,added,removed,,https://find-and-update.company-information.service.gov.uk/company/01955498
49,Saatchi & Saatchi,00231824,1986-07-01,1987-10-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00231824
53,Bunzl,00358948,1986-10-01,1988-04-05,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00358948
639,BP,00102498,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00102498
659,Barclays,00048839,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00048839
650,Sainsbury's,00185647,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00185647
641,Legal & General,01417162,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/01417162
646,Pearson,00053723,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00053723
645,Prudential,01397169,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/01397169
647,RELX,00077536,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00077536
648,Rio Tinto,00719885,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00719885
651,Tesco,00445790,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00445790
652,Unilever,00041424,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00041424
642,Lloyds Banking Group,SC095000,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/SC095000
658,Aviva,02468686,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/02468686
656,Investec,03633621,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/03633621
662,International Airlines Group,FC029884,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/FC029884
661,Croda International,00206132,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00206132
655,Babcock International Group,02342138,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/02342138
657,Melrose Industries,09800044,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/09800044
643,M&G,11444019,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/11444019
619,Dowlais Group,14591224,2023-04-25,,added,exit_unresolved,,https://find-and-update.company-information.service.gov.uk/company/14591224
275,British Airways,01777777,1987-04-01,2002-09-23,added,removed,,https://find-and-update.company-information.service.gov.uk/company/01777777
89,Hammerson Property,00360632,1987-07-01,1991-07-01,added,removed,Hammerson Properties,https://find-and-update.company-information.service.gov.uk/company/00360632
112,Rolls Royce,01003142,1987-07-01,1992-12-21,added,removed,,https://find-and-update.company-information.service.gov.uk/company/01003142
217,Scottish & Newcastle,SC016288,1988-01-04,2000-03-20,added,removed,,https://find-and-update.company-information.service.gov.uk/company/SC016288
185,Enterprise Oil,01682048,1988-02-25,1998-09-21,added,removed,,https://find-and-update.company-information.service.gov.uk/company/01682048
60,Abbey Life,00710383,1988-07-07,1988-12-21,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00710383
117,London and Scottish Marine,01008965,1988-10-03,1993-06-21,added,removed,London and Scottish Marine Oil,https://find-and-update.company-information.service.gov.uk/company/01008965
82,Standard Chartered,00966425,1989-01-03,1991-01-02,added,removed,Standard & Chartered,https://find-and-update.company-information.service.gov.uk/company/00966425
78,Carlton Communications,00348312,1989-04-03,1990-10-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00348312
296,Abbey National,02294747,1989-07-17,2004-11-16,added,removed,,https://find-and-update.company-information.service.gov.uk/company/02294747
246,SmithKline Beecham,02337959,1989-07-27,2000-12-27,added,removed,,https://find-and-update.company-information.service.gov.uk/company/02337959
