id,company_name,company_number,start_date,end_date,entry_type,exit_type,exit_name,source_url
491,Howden Joinery Group,02128710,2022-03-21,2022-09-19,added,removed,,https://find-and-update.company-information.service.gov.uk/company/02128710
486,Harbour Energy,SC234781,2022-05-12,2022-07-21,added,removed,,https://find-and-update.company-information.service.gov.uk/company/SC234781
613,Centrica,03033654,2022-06-20,,added,current,,https://find-and-update.company-information.service.gov.uk/company/03033654
614,Haleon,13691224,2022-07-18,,added,current,,https://find-and-update.company-information.service.gov.uk/company/13691224
495,Homeserve,02648297,2022-09-12,2023-01-04,added,removed,,https://find-and-update.company-information.service.gov.uk/company/02648297
515,Frasers Group,06035106,2022-09-13,2024-12-23,added,removed,,https://find-and-update.company-information.service.gov.uk/company/06035106
615,ConvaTec Group,10361298,2022-09-19,,added,current,,https://find-and-update.company-information.service.gov.uk/company/10361298
616,F&C Investment Trust,00012901,2022-09-19,,added,current,,https://find-and-update.company-information.service.gov.uk/company/00012901
493,Harbour Energy,SC234781,2022-09-19,2022-12-19,added,removed,,https://find-and-update.company-information.service.gov.uk/company/SC234781
617,Beazley,09763575,2022-12-19,,added,current,,https://find-and-update.company-information.service.gov.uk/company/09763575
618,Weir Group,SC002934,2022-12-19,,added,current,,https://find-and-update.company-information.service.gov.uk/company/SC002934
501,Johnson Matthey,00033774,2023-01-04,2023-09-18,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00033774
500,Hiscox,02837811,2023-01-18,2023-09-18,added,removed,,https://find-and-update.company-information.service.gov.uk/company/02837811
620,IMI,00714275,2023-06-19,,added,current,,https://find-and-update.company-information.service.gov.uk/company/00714275
505,Dechra Pharmaceuticals,03369634,2023-09-18,2024-01-16,added,removed,,https://find-and-update.company-information.service.gov.uk/company/03369634
621,Diploma,03899848,2023-09-18,,added,current,,https://find-and-update.company-information.service.gov.uk/company/03899848
622,Marks & Spencer Group,04256886,2023-09-18,,added,current,,https://find-and-update.company-information.service.gov.uk/company/04256886
623,Howden Joinery Group,02128710,2023-09-25,,added,current,,https://find-and-update.company-information.service.gov.uk/company/02128710
624,Persimmon,05525338,2024-01-16,,added,current,,https://find-and-update.company-information.service.gov.uk/company/05525338
522,Easyjet,03959649,2024-03-18,2026-03-23,added,removed,,https://find-and-update.company-information.service.gov.uk/company/03959649
625,Hargreaves Lansdown,02122142,2024-05-31,,added,exit_unresolved,,https://find-and-update.company-information.service.gov.uk/company/02122142
513,Darktrace,13264637,2024-06-24,2024-10-01,added,removed,,https://find-and-update.company-information.service.gov.uk/company/13264637
626,LondonMetric Property,07124797,2024-06-24,,added,current,,https://find-and-update.company-information.service.gov.uk/company/07124797
516,Vistry Group,00306718,2024-06-24,2024-12-23,added,removed,,https://find-and-update.company-information.service.gov.uk/company/00306718
627,Endeavour Mining,13280545,2024-07-08,,added,current,,https://find-and-update.company-information.service.gov.uk/company/13280545
628,Hiscox,02837811,2024-09-23,,added,current,,https://find-and-update.company-information.service.gov.uk/company/02837811
520,British Land Co.,00621920,2024-10-01,2025-12-22,added,renamed_to,British Land Co,https://find-and-update.company-information.service.gov.uk/company/00621920
629,Alliance Witan,SC001731,2024-12-23,,added,current,,https://find-and-update.company-information.service.gov.uk/company/SC001731
630,Games Workshop Group,02670969,2024-12-23,,added,current,,https://find-and-update.company-information.service.gov.uk/company/02670969
631,St. James's Place,03183415,2024-12-23,,added,current,,https://find-and-update.company-information.service.gov.uk/company/03183415
632,Coca-Cola Europacific,09717350,2025-03-24,,added,current,,https://find-and-update.company-information.service.gov.uk/company/09717350
633,Burberry Group,03458224,2025-09-22,,added,current,,https://find-and-update.company-information.service.gov.uk/company/03458224
634,Metlen Energy & Metals,15944520,2025-09-22,,added,current,,https://find-and-update.company-information.service.gov.uk/company/15944520
635,British Land Co,00621920,2025-12-22,,added,current,,https://find-and-update.company-information.service.gov.uk/company/00621920
636,Tritax Big Box REIT,08215888,2026-03-02,,added,current,,https://find-and-update.company-information.service.gov.uk/company/08215888
637,IG Group Holdings,04677092,2026-03-23,,added,current,,https://find-and-update.company-information.service.gov.uk/company/04677092;https://www.londonstockexchange.com/stock/IGG/ig-group-holdings-plc/company-page
638,Lion Finance Group,10917019,2026-03-23,,added,current,,https://find-and-update.company-information.service.gov.uk/company/10917019;https://www.londonstockexchange.com/stock/BGEO/lion-finance-group-plc/company-page
92,Hawker Siddeley,00068237,1984-01-02,1991-11-26,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00068237
29,Imperial Group,00511276,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/00511276
9,Johnson Matthey,00033774,1984-01-02,1984-12-04,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00033774
37,Northern Foods,00471864,1984-01-02,1986-12-09,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00471864
98,Royal Insurance,01516396,1984-01-02,1992-04-01,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/01516396
7,Scottish & Newcastle Breweries,SC016288,1984-01-02,1984-10-01,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/SC016288
56,Standard Chartered,00966425,1984-01-02,1988-04-05,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00966425
26,Sun Life Assurance Society,00776273,1984-01-02,1986-04-01,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00776273
22,Rothschild (J) Holdings,01455051,1984-01-02,1986-01-02,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/01455051
194,Safeway,01299733,1984-01-02,1999-03-22,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/01299733
186,Southern Electric,SC117119,1998-09-21,1998-12-16,added,removed,Southern Electric Plc,https://find-and-update.company-information.service.gov.uk/company/SC117119
155,Southern Electric,SC117119,1993-10-25,1996-09-30,added,removed,,https://find-and-update.company-information.service.gov.uk/company/SC117119
147,Foreign & Col Inv Trust,00012901,1984-01-02,2009-09-21,founding,removed,,https://find-and-update.company-information.service.gov.uk/company/00012901
126,Schroders,03909886,1993-09-20,1994-03-21,added,removed,,https://find-and-update.company-information.service.gov.uk/company/03909886
644,Polar Capital Technology Trust,03224867,1984-01-02,,founding,current,,https://find-and-update.company-information.service.gov.uk/company/03224867
