company_number,ticker,fiscal_year,value,currency,source_url
09800044,MRO.L,2024,7436000000.0,GBP,https://finance.yahoo.com/quote/MRO.L/financials
09800044,MRO.L,2025,7596000000.0,GBP,https://finance.yahoo.com/quote/MRO.L/financials
15944520,MTLN.L,2022,6983423000.0,EUR,https://finance.yahoo.com/quote/MTLN.L/financials
15944520,MTLN.L,2023,8040546000.0,EUR,https://finance.yahoo.com/quote/MTLN.L/financials
15944520,MTLN.L,2024,10668120000.0,EUR,https://finance.yahoo.com/quote/MTLN.L/financials
15944520,MTLN.L,2025,11431597000.0,EUR,https://finance.yahoo.com/quote/MTLN.L/financials
11785532,NWG.L,2022,720053000000.0,GBP,https://finance.yahoo.com/quote/NWG.L/financials
11785532,NWG.L,2023,692673000000.0,GBP,https://finance.yahoo.com/quote/NWG.L/financials
11785532,NWG.L,2024,707985000000.0,GBP,https://finance.yahoo.com/quote/NWG.L/financials
11785532,NWG.L,2025,714553000000.0,GBP,https://finance.yahoo.com/quote/NWG.L/financials
05525338,PSN.L,2022,5034100000.0,GBP,https://finance.yahoo.com/quote/PSN.L/financials
05525338,PSN.L,2023,4787800000.0,GBP,https://finance.yahoo.com/quote/PSN.L/financials
05525338,PSN.L,2024,4833400000.0,GBP,https://finance.yahoo.com/quote/PSN.L/financials
05525338,PSN.L,2025,5318200000.0,GBP,https://finance.yahoo.com/quote/PSN.L/financials
05393279,RTO.L,2022,14452203168.302452,USD,https://finance.yahoo.com/quote/RTO.L/financials
05393279,RTO.L,2023,14173000000.0,USD,https://finance.yahoo.com/quote/RTO.L/financials
05393279,RTO.L,2024,13211000000.0,USD,https://finance.yahoo.com/quote/RTO.L/financials
05393279,RTO.L,2025,14434000000.0,USD,https://finance.yahoo.com/quote/RTO.L/financials
03909886,SDR.L,2022,21334600000.0,GBP,https://finance.yahoo.com/quote/SDR.L/financials
03909886,SDR.L,2023,20628900000.0,GBP,https://finance.yahoo.com/quote/SDR.L/financials
03909886,SDR.L,2024,20949900000.0,GBP,https://finance.yahoo.com/quote/SDR.L/financials
03909886,SDR.L,2025,24612700000.0,GBP,https://finance.yahoo.com/quote/SDR.L/financials
SC007058,SMT.L,2023,13346574000.0,GBP,https://finance.yahoo.com/quote/SMT.L/financials
SC007058,SMT.L,2024,14508672000.0,GBP,https://finance.yahoo.com/quote/SMT.L/financials
SC007058,SMT.L,2025,13744255000.0,GBP,https://finance.yahoo.com/quote/SMT.L/financials
SC007058,SMT.L,2026,15464442000.0,GBP,https://finance.yahoo.com/quote/SMT.L/financials
13246881,SGRO.L,2022,17348000000.0,GBP,https://finance.yahoo.com/quote/SGRO.L/financials
13246881,SGRO.L,2023,17306000000.0,GBP,https://finance.yahoo.com/quote/SGRO.L/financials
13246881,SGRO.L,2024,17574000000.0,GBP,https://finance.yahoo.com/quote/SGRO.L/financials
13246881,SGRO.L,2025,18181000000.0,GBP,https://finance.yahoo.com/quote/SGRO.L/financials
02366619,SVT.L,2022,11554200000.0,GBP,https://finance.yahoo.com/quote/SVT.L/financials
02366619,SVT.L,2023,12148600000.0,GBP,https://finance.yahoo.com/quote/SVT.L/financials
02366619,SVT.L,2024,14203700000.0,GBP,https://finance.yahoo.com/quote/SVT.L/financials
02366619,SVT.L,2025,15909700000.0,GBP,https://finance.yahoo.com/quote/SVT.L/financials
00054485,SHEL.L,2022,443024000000.0,USD,https://finance.yahoo.com/quote/SHEL.L/financials
00054485,SHEL.L,2023,406270000000.0,USD,https://finance.yahoo.com/quote/SHEL.L/financials
00054485,SHEL.L,2024,387609000000.0,USD,https://finance.yahoo.com/quote/SHEL.L/financials
00054485,SHEL.L,2025,370350000000.0,USD,https://finance.yahoo.com/quote/SHEL.L/financials
00324357,SN.L,2022,9966000000.0,USD,https://finance.yahoo.com/quote/SN.L/financials
00324357,SN.L,2023,9987000000.0,USD,https://finance.yahoo.com/quote/SN.L/financials
00324357,SN.L,2024,10354000000.0,USD,https://finance.yahoo.com/quote/SN.L/financials
00324357,SN.L,2025,10457000000.0,USD,https://finance.yahoo.com/quote/SN.L/financials
00137013,SMIN.L,2022,5223000000.0,GBP,https://finance.yahoo.com/quote/SMIN.L/financials
00137013,SMIN.L,2023,4381000000.0,GBP,https://finance.yahoo.com/quote/SMIN.L/financials
00137013,SMIN.L,2024,4232000000.0,GBP,https://finance.yahoo.com/quote/SMIN.L/financials
15436803,SPX.L,2022,2784900000.0,GBP,https://finance.yahoo.com/quote/SPX.L/financials
15436803,SPX.L,2023,2708400000.0,GBP,https://finance.yahoo.com/quote/SPX.L/financials
15436803,SPX.L,2024,2645000000.0,GBP,https://finance.yahoo.com/quote/SPX.L/financials
15436803,SPX.L,2025,2661100000.0,GBP,https://finance.yahoo.com/quote/SPX.L/financials
03183415,STJ.L,2022,151685500000.0,GBP,https://finance.yahoo.com/quote/STJ.L/financials
03183415,STJ.L,2023,172293100000.0,GBP,https://finance.yahoo.com/quote/STJ.L/financials
03183415,STJ.L,2024,194875100000.0,GBP,https://finance.yahoo.com/quote/STJ.L/financials
03183415,STJ.L,2025,224877500000.0,GBP,https://finance.yahoo.com/quote/STJ.L/financials
00966425,STAN.L,2022,819922000000.0,USD,https://finance.yahoo.com/quote/STAN.L/financials
00966425,STAN.L,2023,822844000000.0,USD,https://finance.yahoo.com/quote/STAN.L/financials
00966425,STAN.L,2024,849688000000.0,USD,https://finance.yahoo.com/quote/STAN.L/financials
00966425,STAN.L,2025,919955000000.0,USD,https://finance.yahoo.com/quote/STAN.L/financials
11606773,SDLF.L,2022,281040000000.0,GBP,https://finance.yahoo.com/quote/SDLF.L/financials
11606773,SDLF.L,2023,299393000000.0,GBP,https://finance.yahoo.com/quote/SDLF.L/financials
11606773,SDLF.L,2024,307857000000.0,GBP,https://finance.yahoo.com/quote/SDLF.L/financials
11606773,SDLF.L,2025,332241000000.0,GBP,https://finance.yahoo.com/quote/SDLF.L/financials
08215888,BBOX.L,2022,5155100000.0,GBP,https://finance.yahoo.com/quote/BBOX.L/financials
08215888,BBOX.L,2023,5102000000.0,GBP,https://finance.yahoo.com/quote/BBOX.L/financials
08215888,BBOX.L,2024,6698700000.0,GBP,https://finance.yahoo.com/quote/BBOX.L/financials
08215888,BBOX.L,2025,8045800000.0,GBP,https://finance.yahoo.com/quote/BBOX.L/financials
01833679,VOD.L,2023,155521000000.0,EUR,https://finance.yahoo.com/quote/VOD.L/financials
01833679,VOD.L,2024,144350000000.0,EUR,https://finance.yahoo.com/quote/VOD.L/financials
01833679,VOD.L,2025,128521000000.0,EUR,https://finance.yahoo.com/quote/VOD.L/financials
01833679,VOD.L,2026,129918000000.0,EUR,https://finance.yahoo.com/quote/VOD.L/financials
SC002934,WEIR.L,2022,4055900000.0,GBP,https://finance.yahoo.com/quote/WEIR.L/financials
SC002934,WEIR.L,2023,3892700000.0,GBP,https://finance.yahoo.com/quote/WEIR.L/financials
SC002934,WEIR.L,2024,3785000000.0,GBP,https://finance.yahoo.com/quote/WEIR.L/financials
SC002934,WEIR.L,2025,4539500000.0,GBP,https://finance.yahoo.com/quote/WEIR.L/financials
04120344,WTB.L,2023,9942800000.0,GBP,https://finance.yahoo.com/quote/WTB.L/financials
04120344,WTB.L,2024,9521300000.0,GBP,https://finance.yahoo.com/quote/WTB.L/financials
04120344,WTB.L,2025,9904700000.0,GBP,https://finance.yahoo.com/quote/WTB.L/financials
04120344,WTB.L,2026,9568600000.0,GBP,https://finance.yahoo.com/quote/WTB.L/financials
02468686,AV.L,2022,309583000000.0,GBP,https://finance.yahoo.com/quote/AV.L/financials
02468686,AV.L,2023,328843000000.0,GBP,https://finance.yahoo.com/quote/AV.L/financials
02468686,AV.L,2024,353883000000.0,GBP,https://finance.yahoo.com/quote/AV.L/financials
02468686,AV.L,2025,395304000000.0,GBP,https://finance.yahoo.com/quote/AV.L/financials
01470151,BA.L,2022,31462000000.0,GBP,https://finance.yahoo.com/quote/BA.L/financials
01470151,BA.L,2023,32064000000.0,GBP,https://finance.yahoo.com/quote/BA.L/financials
01470151,BA.L,2024,38142000000.0,GBP,https://finance.yahoo.com/quote/BA.L/financials
01470151,BA.L,2025,37679000000.0,GBP,https://finance.yahoo.com/quote/BA.L/financials
00048839,BARC.L,2022,1513699000000.0,GBP,https://finance.yahoo.com/quote/BARC.L/financials
00048839,BARC.L,2023,1477487000000.0,GBP,https://finance.yahoo.com/quote/BARC.L/financials
00048839,BARC.L,2024,1518202000000.0,GBP,https://finance.yahoo.com/quote/BARC.L/financials
00048839,BARC.L,2025,1544165000000.0,GBP,https://finance.yahoo.com/quote/BARC.L/financials
03110569,CCC.L,2022,3244000000.0,GBP,https://finance.yahoo.com/quote/CCC.L/financials
03110569,CCC.L,2023,3058000000.0,GBP,https://finance.yahoo.com/quote/CCC.L/financials
03110569,CCC.L,2024,3366000000.0,GBP,https://finance.yahoo.com/quote/CCC.L/financials
03110569,CCC.L,2025,4063900000.0,GBP,https://finance.yahoo.com/quote/CCC.L/financials
00206132,CRDA.L,2022,3611900000.0,GBP,https://finance.yahoo.com/quote/CRDA.L/financials
00206132,CRDA.L,2023,3579200000.0,GBP,https://finance.yahoo.com/quote/CRDA.L/financials
00206132,CRDA.L,2024,3509300000.0,GBP,https://finance.yahoo.com/quote/CRDA.L/financials
00206132,CRDA.L,2025,3411000000.0,GBP,https://finance.yahoo.com/quote/CRDA.L/financials
FC029884,IAG.L,2022,39303000000.0,EUR,https://finance.yahoo.com/quote/IAG.L/financials
FC029884,IAG.L,2023,37680000000.0,EUR,https://finance.yahoo.com/quote/IAG.L/financials
FC029884,IAG.L,2024,43804000000.0,EUR,https://finance.yahoo.com/quote/IAG.L/financials
FC029884,IAG.L,2025,42849000000.0,EUR,https://finance.yahoo.com/quote/IAG.L/financials
04369054,LAND.L,2023,10966000000.0,GBP,https://finance.yahoo.com/quote/LAND.L/financials
04369054,LAND.L,2024,10664000000.0,GBP,https://finance.yahoo.com/quote/LAND.L/financials
04369054,LAND.L,2025,11621000000.0,GBP,https://finance.yahoo.com/quote/LAND.L/financials
04369054,LAND.L,2026,11540000000.0,GBP,https://finance.yahoo.com/quote/LAND.L/financials
