company_number,ticker,fiscal_year,value,currency,source_url
FC037925,ENT.L,2022,4296900000.0,GBP,https://finance.yahoo.com/quote/ENT.L/financials
FC037925,ENT.L,2023,4769600000.0,GBP,https://finance.yahoo.com/quote/ENT.L/financials
FC037925,ENT.L,2024,5089200000.0,GBP,https://finance.yahoo.com/quote/ENT.L/financials
FC037925,ENT.L,2025,5259400000.0,GBP,https://finance.yahoo.com/quote/ENT.L/financials
14840880,ICG.L,2023,599000000.0,GBP,https://finance.yahoo.com/quote/ICG.L/financials
14840880,ICG.L,2024,925900000.0,GBP,https://finance.yahoo.com/quote/ICG.L/financials
14840880,ICG.L,2025,951400000.0,GBP,https://finance.yahoo.com/quote/ICG.L/financials
14840880,ICG.L,2026,1029800000.0,GBP,https://finance.yahoo.com/quote/ICG.L/financials
01003142,RR.L,2022,13520000000.0,GBP,https://finance.yahoo.com/quote/RR.L/financials
01003142,RR.L,2023,16486000000.0,GBP,https://finance.yahoo.com/quote/RR.L/financials
01003142,RR.L,2024,18909000000.0,GBP,https://finance.yahoo.com/quote/RR.L/financials
01003142,RR.L,2025,21207000000.0,GBP,https://finance.yahoo.com/quote/RR.L/financials
09439967,AUTO.L,2023,500200000.0,GBP,https://finance.yahoo.com/quote/AUTO.L/financials
09439967,AUTO.L,2024,570900000.0,GBP,https://finance.yahoo.com/quote/AUTO.L/financials
09439967,AUTO.L,2025,601100000.0,GBP,https://finance.yahoo.com/quote/AUTO.L/financials
09439967,AUTO.L,2026,624300000.0,GBP,https://finance.yahoo.com/quote/AUTO.L/financials
00012901,FCIT.L,2022,-474830000.0,GBP,https://finance.yahoo.com/quote/FCIT.L/financials
00012901,FCIT.L,2023,552824000.0,GBP,https://finance.yahoo.com/quote/FCIT.L/financials
00012901,FCIT.L,2024,1019494000.0,GBP,https://finance.yahoo.com/quote/FCIT.L/financials
00012901,FCIT.L,2025,683357000.0,GBP,https://finance.yahoo.com/quote/FCIT.L/financials
01142830,III.L,2023,4712000000.0,GBP,https://finance.yahoo.com/quote/III.L/financials
01142830,III.L,2024,3984000000.0,GBP,https://finance.yahoo.com/quote/III.L/financials
01142830,III.L,2025,5189000000.0,GBP,https://finance.yahoo.com/quote/III.L/financials
01142830,III.L,2026,5428000000.0,GBP,https://finance.yahoo.com/quote/III.L/financials
16133984,ABDN.L,2022,1392000000.0,GBP,https://finance.yahoo.com/quote/ABDN.L/financials
16133984,ABDN.L,2023,1448000000.0,GBP,https://finance.yahoo.com/quote/ABDN.L/financials
16133984,ABDN.L,2024,1529000000.0,GBP,https://finance.yahoo.com/quote/ABDN.L/financials
16133984,ABDN.L,2025,1745000000.0,GBP,https://finance.yahoo.com/quote/ABDN.L/financials
03849958,ADM.L,2022,3049000000.0,GBP,https://finance.yahoo.com/quote/ADM.L/financials
03849958,ADM.L,2023,3553100000.0,GBP,https://finance.yahoo.com/quote/ADM.L/financials
03849958,ADM.L,2024,4673800000.0,GBP,https://finance.yahoo.com/quote/ADM.L/financials
03849958,ADM.L,2025,5058800000.0,GBP,https://finance.yahoo.com/quote/ADM.L/financials
11462215,AAF.L,2023,5255000000.0,USD,https://finance.yahoo.com/quote/AAF.L/financials
11462215,AAF.L,2024,4979000000.0,USD,https://finance.yahoo.com/quote/AAF.L/financials
11462215,AAF.L,2025,4955000000.0,USD,https://finance.yahoo.com/quote/AAF.L/financials
11462215,AAF.L,2026,6415000000.0,USD,https://finance.yahoo.com/quote/AAF.L/financials
SC001731,ALW.L,2022,-229098000.0,GBP,https://finance.yahoo.com/quote/ALW.L/financials
SC001731,ALW.L,2023,609165000.0,GBP,https://finance.yahoo.com/quote/ALW.L/financials
SC001731,ALW.L,2024,507171000.0,GBP,https://finance.yahoo.com/quote/ALW.L/financials
SC001731,ALW.L,2025,241902000.0,GBP,https://finance.yahoo.com/quote/ALW.L/financials
04709270,DCC.L,2023,22204846000.0,GBP,https://finance.yahoo.com/quote/DCC.L/financials
04709270,DCC.L,2024,18854051000.0,GBP,https://finance.yahoo.com/quote/DCC.L/financials
04709270,DCC.L,2025,15904204000.0,GBP,https://finance.yahoo.com/quote/DCC.L/financials
04709270,DCC.L,2026,15441862000.0,GBP,https://finance.yahoo.com/quote/DCC.L/financials
00023307,DGE.L,2023,20555000000.0,USD,https://finance.yahoo.com/quote/DGE.L/financials
00023307,DGE.L,2024,20269000000.0,USD,https://finance.yahoo.com/quote/DGE.L/financials
00023307,DGE.L,2025,20245000000.0,USD,https://finance.yahoo.com/quote/DGE.L/financials
00023307,DGE.L,2026,19643000000.0,USD,https://finance.yahoo.com/quote/DGE.L/financials
03899848,DPLM.L,2022,1012800000.0,GBP,https://finance.yahoo.com/quote/DPLM.L/financials
03899848,DPLM.L,2023,1200300000.0,GBP,https://finance.yahoo.com/quote/DPLM.L/financials
03899848,DPLM.L,2024,1363400000.0,GBP,https://finance.yahoo.com/quote/DPLM.L/financials
03899848,DPLM.L,2025,1524500000.0,GBP,https://finance.yahoo.com/quote/DPLM.L/financials
13280545,EDV.L,2022,2069000000.0,USD,https://finance.yahoo.com/quote/EDV.L/financials
13280545,EDV.L,2023,2114600000.0,USD,https://finance.yahoo.com/quote/EDV.L/financials
13280545,EDV.L,2024,2675900000.0,USD,https://finance.yahoo.com/quote/EDV.L/financials
13280545,EDV.L,2025,4233900000.0,USD,https://finance.yahoo.com/quote/EDV.L/financials
